S07LSAT8_Praseodymium_Oxide_GDS35_BECKc_AREF.txt,impervious,0.016479973,0.018312896,0.028646413,0.043314621,0.34759387,0.59913236
S07LSAT8_Praseodymium_Oxide_PR62_SPEX_ASDFRc_AREF.txt,impervious,0.020251026,0.021540711,0.028214816,0.039495748,0.30669168,0.53748125
S07LSAT8_Prussian_blue_GDS802_ASDFRa_AREF.txt,impervious,0.007194471,0.001336962,0.002055226,0.003243303,0.14389916,0.23813929
S07LSAT8_Renyolds_Tnl_Sludge_SM93-15_BECKa_AREF.txt,impervious,0.012235808,0.025113521,0.039621718,0.049002517,0.23936993,0.13651051
S07LSAT8_Renyolds_TnlSldgWet_SM93-15w_BECKa_AREF.txt,impervious,0.026349718,0.047576837,0.069346853,0.075690091,0.034422521,0.017107977
S07LSAT8_Roofing_Felt_GDS377_Black_ASDFRa_AREF.txt,impervious,0.038282089,0.039396022,0.04179889,0.052795485,0.12075467,0.12575507
S07LSAT8_Rusted_Tin_Can_GDS378_MV99-6_ASDFRa_AREF.txt,impervious,0.060047165,0.08824794,0.14553389,0.16186911,0.20838295,0.17286614
S07LSAT8_Samarium_Oxide_B-5_SPEX_ASDFRa_AREF.txt,impervious,0.67727715,0.82787997,0.869847,0.87453377,0.50404763,0.69323337
S07LSAT8_Samarium_Oxide_GDS36_ASDFRa_AREF.txt,impervious,0.60107857,0.77208614,0.8156774,0.79875135,0.40597612,0.58739233
S07LSAT8_Samarium_Oxide_GDS36_BECKa_AREF.txt,impervious,0.75173616,0.9005186,0.93678391,0.93389344,0.54526913,0.76594818
S07LSAT8_Scandium_Oxide_J.M._300_S575_ASDFRa_AREF.txt,impervious,0.82036728,0.85285765,0.86817944,0.88017124,0.81949747,0.75584108
S07LSAT8_Sheet_Metal_GDS352_crg_Galvn_ASDFRa_AREF.txt,impervious,0.29677472,0.28839073,0.26718268,0.21799277,0.40360746,0.43162104
S07LSAT8_Sodium_Sulfate_JT1-3989_ASDHRc_AREF.txt,impervious,0.9130336,0.92686725,0.93579262,0.9435643,0.9443301,0.94103467
S07LSAT8_Spectralon99WhiteRef_LSPHERE_ASDFRa_AREF.txt,impervious,0.98932463,0.98959708,0.98958671,0.989586,0.98732841,0.95912313
S07LSAT8_Strand_Board_GDS362_Oriented_ASDFRa_AREF.txt,impervious,0.13242161,0.18068606,0.24574828,0.36802286,0.37252876,0.29250559
S07LSAT8_Tar_Paper_GDS285A_New_Blk_ASDFRa_AREF.txt,impervious,0.037133567,0.037245251,0.038191017,0.04270184,0.079293661,0.084138148
S07LSAT8_Tar_Paper_GDS285B_Weath_Blk_ASDFRa_AREF.txt,impervious,0.042678952,0.048672467,0.056728307,0.081316322,0.19124995,0.16977115
S07LSAT8_Terbium_(III)_Chloride_35798_ASDFRa_AREF.txt,impervious,0.82992887,0.86905777,0.87159342,0.87847072,0.79960138,0.43880579
S07LSAT8_Terbium_Oxide_10917_G17T013_ASDFRa_AREF.txt,impervious,0.016940996,0.021588314,0.035846252,0.068426497,0.43047586,0.56472772
S07LSAT8_Terra_Pozzuoli_GDS806_ASDFRa_AREF.txt,impervious,0.025217725,0.070360079,0.24097419,0.28608784,0.42508197,0.38991201
S07LSAT8_Terrycloth_Fabric_GDS537_Yel_ASDFRa_AREF.txt,impervious,0.41470185,0.46850097,0.49671528,0.54315209,0.42464793,0.3009342
S07LSAT8_Thulium_Oxide_J.M._318_S4939_ASDFRa_AREF.txt,impervious,0.70338386,0.81073189,0.69234264,0.82212996,0.54309547,0.66341823
S07LSAT8_Titanium_dioxide_GDS798_TiO2_ASDFRa_AREF.txt,impervious,0.56644022,0.5810982,0.59136194,0.60434681,0.55791706,0.48766705
S07LSAT8_Ultramarine_GDS791_sy_vdark_ASDFRa_AREF.txt,impervious,0.14822894,0.015690509,0.019506918,0.2386408,0.45924085,0.44435471
